fecha,minima
1952-07-13,25.2
1953-07-21,25.8
1954-07-15,27.5
1954-07-26,26.5
1955-08-12,26.0
1955-09-01,25.0
1956-08-03,25.0
1956-08-04,26.0
1956-08-05,26.0
1961-08-25,27.8
1961-08-26,25.4
1961-08-27,27.4
1961-08-30,25.2
1962-08-01,27.3
1963-07-11,25.4
1966-08-19,27.4
1966-08-20,26.0
1966-08-21,25.2
1966-09-10,25.0
1967-08-20,25.0
1969-07-26,28.6
1970-08-09,25.0
1970-08-10,26.6
1971-10-17,25.2
1974-07-03,26.0
1976-08-08,25.4
1976-08-10,25.0
1976-08-11,25.0
1976-08-18,26.0
1978-07-24,25.2
1978-07-25,26.0
1978-09-13,25.0
1978-09-17,25.0
1978-09-18,25.0
1980-07-25,27.4
1980-08-06,25.6
1982-07-26,28.0
1982-07-27,26.6
1983-06-16,25.8
1983-09-07,25.0
1983-09-26,26.0
1983-09-27,28.6
1983-09-28,27.2
1983-10-16,25.6
1984-07-18,25.0
1984-07-23,25.4
1985-08-23,25.6
1985-08-30,26.8
1985-08-31,25.0
1985-09-30,25.0
1987-08-19,25.0
1987-08-20,25.4
1987-08-21,25.2
1987-09-08,28.0
1987-09-12,25.0
1987-09-13,26.0
1989-07-15,25.0
1989-08-23,26.6
1989-08-24,25.0
1990-08-07,28.0
1990-08-08,27.8
1990-08-11,25.0
1993-07-28,25.4
1994-08-08,25.0
1995-07-29,26.0
1998-11-01,25.0
1999-08-27,25.8
1999-08-28,26.2
1999-08-29,25.6
2002-10-05,25.3
2003-08-13,25.1
2004-07-26,27.5
2004-07-27,25.7
2004-08-27,26.0
2004-08-28,28.7
2004-08-29,26.4
2004-08-30,25.5
2004-08-31,25.2
2005-09-05,26.0
2006-09-11,25.7
2007-07-30,28.0
2009-07-31,25.8
2009-08-01,25.5
2010-08-12,27.8
2010-08-29,25.3
2012-06-27,25.9
2012-08-21,25.7
2013-06-30,25.3
2013-08-17,26.5
2013-08-22,25.1
2013-08-23,25.4
2015-08-10,25.3
2015-10-04,25.6
2015-10-05,25.5
2016-08-05,25.3
2016-08-06,25.3
2016-08-10,27.2
2016-08-30,25.7
2017-07-28,25.3
2020-07-19,26.6
2020-08-27,25.5
2020-09-08,26.9
2020-09-09,26.0
2021-08-16,25.2
2021-08-17,26.9
2021-08-18,25.7
2022-07-26,25.7
2023-07-12,25.9
2023-07-13,26.1
2023-07-14,25.5
2023-08-11,25.2
2023-08-12,25.8
2023-08-22,25.3
2023-08-26,25.2
2023-10-07,26.6
2023-10-08,27.7
2023-10-09,27.8
2023-10-10,25.4
2023-10-11,26.2
2023-10-14,25.6
